,repo,size,path,lines
0,Vision-CAIR/MiniGPT-4,58910,LICENSE.md,1497
1,Vision-CAIR/MiniGPT-4,58910,LICENSE_Lavis.md,1502
2,Vision-CAIR/MiniGPT-4,58910,MiniGPT_4.pdf,6277628
3,Vision-CAIR/MiniGPT-4,58910,PrepareVicuna.md,1602
4,Vision-CAIR/MiniGPT-4,58910,README.md,8541
5,Vision-CAIR/MiniGPT-4,58910,dataset/README_1_STAGE.md,2798
6,Vision-CAIR/MiniGPT-4,58910,dataset/README_2_STAGE.md,511
7,Vision-CAIR/MiniGPT-4,58910,dataset/convert_cc_sbu.py,504
8,Vision-CAIR/MiniGPT-4,58910,dataset/convert_laion.py,508
9,Vision-CAIR/MiniGPT-4,58910,dataset/download_cc_sbu.sh,302
10,Vision-CAIR/MiniGPT-4,58910,dataset/download_laion.sh,303
11,Vision-CAIR/MiniGPT-4,58910,demo.py,5901
12,Vision-CAIR/MiniGPT-4,58910,environment.yml,1317
13,Vision-CAIR/MiniGPT-4,58910,eval_configs/minigpt4_eval.yaml,491
14,Vision-CAIR/MiniGPT-4,58910,examples/ad_1.png,367002
15,Vision-CAIR/MiniGPT-4,58910,examples/ad_2.png,441468
16,Vision-CAIR/MiniGPT-4,58910,examples/cook_1.png,520630
17,Vision-CAIR/MiniGPT-4,58910,examples/cook_2.png,565334
18,Vision-CAIR/MiniGPT-4,58910,examples/describe_1.png,658848
19,Vision-CAIR/MiniGPT-4,58910,examples/describe_2.png,538305
20,Vision-CAIR/MiniGPT-4,58910,examples/fact_1.png,451952
21,Vision-CAIR/MiniGPT-4,58910,examples/fact_2.png,634703
22,Vision-CAIR/MiniGPT-4,58910,examples/fix_1.png,666236
23,Vision-CAIR/MiniGPT-4,58910,examples/fix_2.png,565845
24,Vision-CAIR/MiniGPT-4,58910,examples/fun_1.png,687380
25,Vision-CAIR/MiniGPT-4,58910,examples/fun_2.png,579356
26,Vision-CAIR/MiniGPT-4,58910,examples/logo_1.png,182162
27,Vision-CAIR/MiniGPT-4,58910,examples/op_1.png,584367
28,Vision-CAIR/MiniGPT-4,58910,examples/op_2.png,611429
29,Vision-CAIR/MiniGPT-4,58910,examples/people_1.png,242325
30,Vision-CAIR/MiniGPT-4,58910,examples/people_2.png,295999
31,Vision-CAIR/MiniGPT-4,58910,examples/rhyme_1.png,567807
32,Vision-CAIR/MiniGPT-4,58910,examples/rhyme_2.png,777340
33,Vision-CAIR/MiniGPT-4,58910,examples/story_1.png,821927
34,Vision-CAIR/MiniGPT-4,58910,examples/story_2.png,546224
35,Vision-CAIR/MiniGPT-4,58910,examples/web_1.png,684863
36,Vision-CAIR/MiniGPT-4,58910,examples/wop_1.png,501315
37,Vision-CAIR/MiniGPT-4,58910,examples/wop_2.png,545622
38,Vision-CAIR/MiniGPT-4,58910,figs/examples/ad_1.png,367002
39,Vision-CAIR/MiniGPT-4,58910,figs/examples/ad_2.png,441468
40,Vision-CAIR/MiniGPT-4,58910,figs/examples/cook_1.png,520630
41,Vision-CAIR/MiniGPT-4,58910,figs/examples/cook_2.png,565334
42,Vision-CAIR/MiniGPT-4,58910,figs/examples/describe_1.png,658848
43,Vision-CAIR/MiniGPT-4,58910,figs/examples/describe_2.png,538305
44,Vision-CAIR/MiniGPT-4,58910,figs/examples/fact_1.png,451952
45,Vision-CAIR/MiniGPT-4,58910,figs/examples/fact_2.png,634703
46,Vision-CAIR/MiniGPT-4,58910,figs/examples/fix_1.png,666236
47,Vision-CAIR/MiniGPT-4,58910,figs/examples/fix_2.png,565845
48,Vision-CAIR/MiniGPT-4,58910,figs/examples/fun_1.png,687380
49,Vision-CAIR/MiniGPT-4,58910,figs/examples/fun_2.png,579356
50,Vision-CAIR/MiniGPT-4,58910,figs/examples/logo_1.png,182162
51,Vision-CAIR/MiniGPT-4,58910,figs/examples/op_1.png,584367
52,Vision-CAIR/MiniGPT-4,58910,figs/examples/op_2.png,611429
53,Vision-CAIR/MiniGPT-4,58910,figs/examples/people_1.png,242325
54,Vision-CAIR/MiniGPT-4,58910,figs/examples/people_2.png,295999
55,Vision-CAIR/MiniGPT-4,58910,figs/examples/rhyme_1.png,567807
56,Vision-CAIR/MiniGPT-4,58910,figs/examples/rhyme_2.png,777340
57,Vision-CAIR/MiniGPT-4,58910,figs/examples/story_1.png,821927
58,Vision-CAIR/MiniGPT-4,58910,figs/examples/story_2.png,546224
59,Vision-CAIR/MiniGPT-4,58910,figs/examples/web_1.png,684863
60,Vision-CAIR/MiniGPT-4,58910,figs/examples/wop_1.png,501315
61,Vision-CAIR/MiniGPT-4,58910,figs/examples/wop_2.png,545622
62,Vision-CAIR/MiniGPT-4,58910,figs/online_demo.png,1193374
63,Vision-CAIR/MiniGPT-4,58910,figs/overview.png,2399346
64,Vision-CAIR/MiniGPT-4,58910,minigpt4/__init__.py,951
65,Vision-CAIR/MiniGPT-4,58910,minigpt4/common/__init__.py,0
66,Vision-CAIR/MiniGPT-4,58910,minigpt4/common/config.py,15079
67,Vision-CAIR/MiniGPT-4,58910,minigpt4/common/dist_utils.py,3620
68,Vision-CAIR/MiniGPT-4,58910,minigpt4/common/gradcam.py,815
69,Vision-CAIR/MiniGPT-4,58910,minigpt4/common/logger.py,6001
70,Vision-CAIR/MiniGPT-4,58910,minigpt4/common/optims.py,3516
71,Vision-CAIR/MiniGPT-4,58910,minigpt4/common/registry.py,9915
72,Vision-CAIR/MiniGPT-4,58910,minigpt4/common/utils.py,13807
73,Vision-CAIR/MiniGPT-4,58910,minigpt4/configs/datasets/cc_sbu/align.yaml,102
74,Vision-CAIR/MiniGPT-4,58910,minigpt4/configs/datasets/cc_sbu/defaults.yaml,116
75,Vision-CAIR/MiniGPT-4,58910,minigpt4/configs/datasets/laion/defaults.yaml,114
76,Vision-CAIR/MiniGPT-4,58910,minigpt4/configs/default.yaml,141
77,Vision-CAIR/MiniGPT-4,58910,minigpt4/configs/models/minigpt4.yaml,597
78,Vision-CAIR/MiniGPT-4,58910,minigpt4/conversation/__init__.py,0
79,Vision-CAIR/MiniGPT-4,58910,minigpt4/conversation/conversation.py,7530
80,Vision-CAIR/MiniGPT-4,58910,minigpt4/datasets/__init__.py,0
81,Vision-CAIR/MiniGPT-4,58910,minigpt4/datasets/builders/__init__.py,1897
82,Vision-CAIR/MiniGPT-4,58910,minigpt4/datasets/builders/base_dataset_builder.py,8105
83,Vision-CAIR/MiniGPT-4,58910,minigpt4/datasets/builders/image_text_pair_builder.py,2999
84,Vision-CAIR/MiniGPT-4,58910,minigpt4/datasets/data_utils.py,6281
85,Vision-CAIR/MiniGPT-4,58910,minigpt4/datasets/datasets/__init__.py,0
86,Vision-CAIR/MiniGPT-4,58910,minigpt4/datasets/datasets/base_dataset.py,2067
87,Vision-CAIR/MiniGPT-4,58910,minigpt4/datasets/datasets/caption_datasets.py,2601
88,Vision-CAIR/MiniGPT-4,58910,minigpt4/datasets/datasets/cc_sbu_dataset.py,1611
89,Vision-CAIR/MiniGPT-4,58910,minigpt4/datasets/datasets/dataloader_utils.py,5258
90,Vision-CAIR/MiniGPT-4,58910,minigpt4/datasets/datasets/laion_dataset.py,1174
91,Vision-CAIR/MiniGPT-4,58910,minigpt4/models/Qformer.py,48386
92,Vision-CAIR/MiniGPT-4,58910,minigpt4/models/__init__.py,5754
93,Vision-CAIR/MiniGPT-4,58910,minigpt4/models/base_model.py,7865
94,Vision-CAIR/MiniGPT-4,58910,minigpt4/models/blip2.py,7717
95,Vision-CAIR/MiniGPT-4,58910,minigpt4/models/blip2_outputs.py,4153
96,Vision-CAIR/MiniGPT-4,58910,minigpt4/models/eva_vit.py,19529
97,Vision-CAIR/MiniGPT-4,58910,minigpt4/models/mini_gpt4.py,10742
98,Vision-CAIR/MiniGPT-4,58910,minigpt4/models/modeling_llama.py,33326
99,Vision-CAIR/MiniGPT-4,58910,minigpt4/processors/__init__.py,823
100,Vision-CAIR/MiniGPT-4,58910,minigpt4/processors/base_processor.py,610
101,Vision-CAIR/MiniGPT-4,58910,minigpt4/processors/blip_processors.py,4003
102,Vision-CAIR/MiniGPT-4,58910,minigpt4/processors/randaugment.py,11298
103,Vision-CAIR/MiniGPT-4,58910,minigpt4/runners/__init__.py,306
104,Vision-CAIR/MiniGPT-4,58910,minigpt4/runners/runner_base.py,23050
105,Vision-CAIR/MiniGPT-4,58910,minigpt4/tasks/__init__.py,736
106,Vision-CAIR/MiniGPT-4,58910,minigpt4/tasks/base_task.py,8956
107,Vision-CAIR/MiniGPT-4,58910,minigpt4/tasks/image_text_pretrain.py,538
108,Vision-CAIR/MiniGPT-4,58910,prompts/alignment.txt,286
109,Vision-CAIR/MiniGPT-4,58910,train.py,2677
110,Vision-CAIR/MiniGPT-4,58910,train_configs/minigpt4_stage1_pretrain.yaml,983
111,Vision-CAIR/MiniGPT-4,58910,train_configs/minigpt4_stage2_finetune.yaml,934
112,suno-ai/bark,2746,.gitignore,13
113,suno-ai/bark,2746,LICENSE,19329
114,suno-ai/bark,2746,README.md,8956
115,suno-ai/bark,2746,bark/__init__.py,140
116,suno-ai/bark,2746,bark/api.py,3574
117,suno-ai/bark,2746,bark/assets/prompts/announcer.npz,16794
118,suno-ai/bark,2746,bark/assets/prompts/de_speaker_0.npz,31938
119,suno-ai/bark,2746,bark/assets/prompts/de_speaker_1.npz,31936
120,suno-ai/bark,2746,bark/assets/prompts/de_speaker_2.npz,23516
121,suno-ai/bark,2746,bark/assets/prompts/de_speaker_3.npz,29060
122,suno-ai/bark,2746,bark/assets/prompts/de_speaker_4.npz,20316
123,suno-ai/bark,2746,bark/assets/prompts/de_speaker_5.npz,35084
124,suno-ai/bark,2746,bark/assets/prompts/de_speaker_6.npz,31724
125,suno-ai/bark,2746,bark/assets/prompts/de_speaker_7.npz,59348
126,suno-ai/bark,2746,bark/assets/prompts/de_speaker_8.npz,25114
127,suno-ai/bark,2746,bark/assets/prompts/de_speaker_9.npz,22180
